ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,Weighted_Percentage,Unweighted_Percentage,Weighted_to_Unweighted_Ratio
KEN,753230,Knowledge of pill (all men),89.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_PIL,32364050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMPIL,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753231,Knowledge of IUD (all men),65.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_IUD,32364060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMIUD,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753232,Knowledge of injections (all men),84.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_INJ,32364070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMINJ,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753236,"Knowledge of diaphragm, foam or jelly (all men)",36.6,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_DFJ,32364080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMDFJ,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753233,Knowledge of implants (all men),27.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_IMP,32364090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMIMP,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753235,Knowledge of condom (all men),97,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_MCN,32364100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMCN,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753237,Knowledge of any traditional method (all men),84.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_TRA,32364190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMTRA,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753238,Knowledge of periodic abstinence (all men),81.6,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_RHY,32364200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMRHY,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753239,Knowledge of withdrawal (all men),60.5,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_WTH,32364210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMWTH,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753234,Mean number of methods known (all men),6.9,1,KE,Kenya,1998,KE1998DHS,FP_KMTA_M_MNM,32364270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTAMMNM,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,234825,Knowledge of any method of contraception (married men),99.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_ANY,32404010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMANY,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234806,Knowledge of any modern method of contraception (married men),98.6,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_MOD,32404020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMOD,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234826,Knowledge of female sterilization (married men),87.8,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_FST,32404030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMFST,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234807,Knowledge of male sterilization (married men),69.3,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_MST,32404040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMST,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234796,Knowledge of pill (married men),95.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_PIL,32404050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMPIL,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234797,Knowledge of IUD (married men),76.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_IUD,32404060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMIUD,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234803,Knowledge of injections (married men),92.4,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_INJ,32404070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMINJ,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234804,"Knowledge of diaphragm, foam or jelly (married men)",38.9,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_DFJ,32404080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMDFJ,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234808,Knowledge of implants (married men),34.4,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_IMP,32404090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMIMP,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234827,Knowledge of condom (married men),97.8,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_MCN,32404100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMCN,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234828,Knowledge of any traditional method (married men),91.4,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_TRA,32404190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMTRA,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234809,Knowledge of periodic abstinence (married men),88.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_RHY,32404200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMRHY,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234829,Knowledge of withdrawal (married men),68.6,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_WTH,32404210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMWTH,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234852,Mean number of contraceptive methods known (married men age 15-49),7.6,1,KE,Kenya,1998,KE1998DHS,FP_KMTM_M_MNM,32404270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTMMMNM,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,530413,Knowledge of any method of contraception (sexually active unmmarried men),96.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_ANY,32434010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMANY,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530419,Knowledge of any modern method of contraception (sexually active unmmarried men),96.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_MOD,32434020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMOD,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530412,Knowledge of female sterilization (sexually active unmmarried men),70.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_FST,32434030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMFST,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530420,Knowledge of male sterilization (sexually active unmmarried men),50.9,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_MST,32434040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMST,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530416,Knowledge of pill (sexually active unmmarried men),83.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_PIL,32434050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMPIL,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530414,Knowledge of IUD (sexually active unmmarried men),53.5,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_IUD,32434060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMIUD,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530415,Knowledge of injections (sexually active unmmarried men),75.8,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_INJ,32434070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMINJ,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530427,"Knowledge of diaphragm, foam or jelly (sexually active unmmarried men)",34.3,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_DFJ,32434080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMDFJ,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530423,Knowledge of implants (sexually active unmmarried men),19.7,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_IMP,32434090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMIMP,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530426,Knowledge of condom (sexually active unmmarried men),96.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_MCN,32434100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMCN,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530417,Knowledge of any traditional method (sexually active unmmarried men),78,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_TRA,32434190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMTRA,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530421,Knowledge of periodic abstinence (sexually active unmmarried men),75.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_RHY,32434200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMRHY,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530418,Knowledge of withdrawal (sexually active unmmarried men),52.5,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_WTH,32434210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMWTH,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530422,Mean number of methods known by sexually active unmarried men age 15-49,6.1,1,KE,Kenya,1998,KE1998DHS,FP_KMTU_M_MNM,32434270.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPKMTUMMNM,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,604780,Knowledge of any method of contraception among married men,99.1,1,KE,Kenya,1998,KE1998DHS,FP_KMET_M_ANY,32464050.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPKMETMANY,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,604779,Knowledge of any modern method of contraception amonth married men,98.6,1,KE,Kenya,1998,KE1998DHS,FP_KMET_M_MOD,32464060.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPKMETMMOD,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,753208,Ever use of any method of contraception (all men),69,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_ANY,32504010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMANY,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753209,Ever use of any modern method of contraception (all men),54.5,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_MOD,32504020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMMOD,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753221,Ever use of female sterilization (all men),3.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_FST,32504030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMFST,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753210,Ever use of male sterilization (all men),0.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_MST,32504040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMMST,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753203,Ever use of pill (all men),19.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_PIL,32504050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMPIL,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753220,Ever use of IUD (all men),4.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_IUD,32504060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMIUD,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753204,Ever use of injections (all men),11.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_INJ,32504070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMINJ,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753207,"Ever use of diaphragm, foam or jelly (all men)",1.7,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_DFJ,32504080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMDFJ,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753205,Ever use of implants (all men),1.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_IMP,32504090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMIMP,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753206,Ever use of condom (all men),40,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_MCN,32504100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMMCN,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753222,Ever use of any traditional method (all men),46.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_TRA,32504190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMTRA,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753224,Ever use of periodic abstinence (all men),43.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_RHY,32504200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMRHY,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,753223,Ever use of withdrawal (all men),8.7,1,KE,Kenya,1998,KE1998DHS,FP_EVUA_M_WTH,32504210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUAMWTH,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,235000,Ever use of any method of contraception (married men),81.8,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_ANY,32534010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMANY,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234994,Ever use of any modern method of contraception (married men),61.8,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_MOD,32534020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMMOD,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235001,Ever use of female sterilization (married men),6.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_FST,32534030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMFST,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234995,Ever use of male sterilization (married men),0.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_MST,32534040.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMMST,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235005,Ever use of pill (married men),31.4,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_PIL,32534050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMPIL,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235016,Ever use of IUD (married men),6.9,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_IUD,32534060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMIUD,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235017,Ever use of injections (married men),19.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_INJ,32534070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMINJ,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235018,"Ever use of diaphragm, foam or jelly (married men)",1.6,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_DFJ,32534080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMDFJ,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234996,Ever use of implants (married men),1.6,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_IMP,32534090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMIMP,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235002,Ever use of condom (married men),35.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_MCN,32534100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMMCN,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235003,Ever use of any traditional method (married men),56,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_TRA,32534190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMTRA,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,234997,Ever use of periodic abstinence (married men),52.8,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_RHY,32534200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMRHY,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,235019,Ever use of withdrawal (married men),9.7,1,KE,Kenya,1998,KE1998DHS,FP_EVUM_M_WTH,32534210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUMMWTH,1998,DHS,7.388327859577107,7.3758821482150125,0.14095172638982262,0.1410727899713188,1.0016873522531953
KEN,530429,Ever use of any method of contraception (sexually active unmarried men),56.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_ANY,32564010.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMANY,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530432,Ever use of any modern method of contraception (sexually active unmarried men),47.3,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_MOD,32564020.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMMOD,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530433,Ever use of female sterilization (sexually active unmarried men),0.1,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_FST,32564030.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMFST,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530434,Ever use of pill (sexually active unmarried men),7,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_PIL,32564050.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMPIL,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530430,Ever use of IUD (sexually active unmarried men),1.5,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_IUD,32564060.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMIUD,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530439,Ever use of injections (sexually active unmarried men),3.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_INJ,32564070.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMINJ,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530431,"Ever use of diaphragm, foam or jelly (sexually active unmarried men)",1.9,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_DFJ,32564080.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMDFJ,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530440,Ever use of implants (sexually active unmarried men),0.7,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_IMP,32564090.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMIMP,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530438,Ever use of condom (sexually active unmarried men),45,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_MCN,32564100.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMMCN,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530435,Ever use of any traditional method (sexually active unmarried men),36.2,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_TRA,32564190.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMTRA,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530436,Ever use of periodic abstinence (sexually active unmarried men),33.6,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_RHY,32564200.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMRHY,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,530437,Ever use of withdrawal (sexually active unmarried men),7.7,1,KE,Kenya,1998,KE1998DHS,FP_EVUU_M_WTH,32564210.0,I,1000.0,0.0,Total,Total,0,Unknown,1.0,1.0,FPEVUUMWTH,1998,DHS,7.3833681469923835,7.400009517162692,0.14085710686771952,0.14153425548604917,0.9977511690854299
KEN,584827,Family planning messages on the radio [Men],67.8,1,KE,Kenya,1998,KE1998DHS,FP_EFPM_M_RDO,33104070.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPEFPMMRDO,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,584816,Family planning messages on television [Men],33.3,1,KE,Kenya,1998,KE1998DHS,FP_EFPM_M_TLV,33104080.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPEFPMMTLV,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,584817,Family planning messages in newspapers or magazines [Men],50,1,KE,Kenya,1998,KE1998DHS,FP_EFPM_M_NWS,33104090.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPEFPMMNWS,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,584818,Family planning messages in none of these three media [Men],23.7,1,KE,Kenya,1998,KE1998DHS,FP_EFPM_M_NON,33104100.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,FPEFPMMNON,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,626634,Current marital status [Men]: Never married,46.2,1,KE,Kenya,1998,KE1998DHS,MA_MSTA_M_NMA,41504120.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,MAMSTAMNMA,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
KEN,626635,Current marital status [Men]: Married,49.2,1,KE,Kenya,1998,KE1998DHS,MA_MSTA_M_MAR,41504130.0,I,10000.0,10000.0,Total 15-49,Total 15-49,0,Unknown,1.0,1.0,MAMSTAMMAR,1998,DHS,8.078688229229872,8.080856419640986,0.1541221605913231,0.1545562873116509,0.9997316880416481
